ref_area.label,indicator.label,source.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2003,31.5,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2004,32.5,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2005,33.6,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2006,34.3,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2007,34.4,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2008,34.8,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2009,35.4,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2010,36,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2011,32.1,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2012,32.4,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2013,32.3,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2014,32.9,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2015,32.4,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2016,33.8,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2017,34.4,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2018,34.2,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2019,34.9,,,Repository: Eurostat special tabulation
Georgia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2017,32,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2018,35.7,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2019,36.7,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2020,33.8,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Integrated Household Survey,2009,30,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Integrated Household Survey,2010,29.8,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Integrated Household Survey,2011,33.5,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Integrated Household Survey,2012,31,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Integrated Household Survey,2013,32.8,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Integrated Household Survey,2014,33.8,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Integrated Household Survey,2015,38.8,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Integrated Household Survey,2016,44.2,,,Repository: ILO-STATISTICS - Micro data processing
Ghana,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2015,33.1,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ghana,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Living Standards Survey,2006,11.6,Unreliable,,Repository: ILO-STATISTICS - Micro data processing
Ghana,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Living Standards Survey,2013,26.7,,,Repository: ILO-STATISTICS - Micro data processing
Ghana,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Living Standards Survey,2017,26.6,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Guinea,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Enquête Nationale sur l'Emploi et le Secteur Informel,2019,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Gambia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2012,32.7,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2000,19.9,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2001,18.6,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2002,15.5,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2003,20.7,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2004,21.2,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2005,23.7,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2006,22.5,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2007,22.8,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2008,26.3,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2009,27,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2010,26.9,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2011,22,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2012,22.2,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2013,25.8,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2014,27.8,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2015,24.7,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2016,24.7,Unreliable,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2017,29.7,Unreliable,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2018,30.5,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2019,29.8,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2020,27.6,,,Repository: Eurostat special tabulation
Guatemala,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Nacional de Empleo e Ingresos,2003,25.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Guatemala,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Nacional de Empleo e Ingresos,2004,46.6,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Guatemala,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Nacional de Empleo e Ingresos,2010,33.2,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Guatemala,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Nacional de Empleo e Ingresos,2011,60.7,,,Repository: ILO-STATISTICS - Micro data processing
Guatemala,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Nacional de Empleo e Ingresos,2012,35.6,,,Repository: ILO-STATISTICS - Micro data processing
Guatemala,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Encuesta Nacional de Empleo e Ingresos,2013,29.4,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
