ref_area.label,indicator.label,source.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2002,36.4,,,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2003,35.4,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2004,35.9,,,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2005,37.6,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2006,37.9,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2007,37.8,,,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2008,38.5,,,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2009,38.1,,,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2010,38.5,,,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2011,39.3,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2012,39.3,,,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013,36,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014,32.7,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015,31.8,,,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016,33.1,,,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017,33.4,,,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018,34.4,,,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019,34.7,,,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020,35.5,,,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021,37.8,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
"Micronesia, Federated States of",SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Household Income and Expenditure Survey,2014,20.3,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2000,34.5,,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2001,30.9,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2002,32.5,,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2003,32.3,,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2004,33.1,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2005,34.3,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2006,34.6,,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2007,34.4,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2008,34.9,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2009,35.6,,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2010,35.7,,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2011,34.6,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2012,34.4,,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013,33.9,,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014,35.3,,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015,35.4,,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016,36,,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017,36.1,,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018,36.3,,,,Repository: Eurostat special tabulation
United Kingdom,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019,36.8,,,,Repository: Eurostat special tabulation
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017,32,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018,35.7,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2019,36.7,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2020,36.1,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2000,19,,,,Population coverage: Excluding armed forces and/or conscripts
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2001,23.4,,,,Population coverage: Excluding armed forces and/or conscripts
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2002,27.5,,,,Population coverage: Excluding armed forces and/or conscripts
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2003,28.4,,,,Population coverage: Excluding armed forces and/or conscripts
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2004,25.6,,,,Population coverage: Excluding armed forces and/or conscripts
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2005,26.3,,,,Population coverage: Excluding armed forces and/or conscripts
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2006,32.5,,,,Population coverage: Excluding armed forces and/or conscripts
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2007,34,,,,Population coverage: Excluding armed forces and/or conscripts
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2009,30,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2010,29.8,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2011,33.5,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2012,31,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2013,32.8,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2014,33.8,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2015,38.8,,,,Repository: ILO-STATISTICS - Micro data processing
Georgia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HS - Integrated Household Survey,2016,44.2,,,,Repository: ILO-STATISTICS - Micro data processing
Ghana,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2015,41.8,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ghana,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Living Standards Survey,2006,12.2,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Ghana,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Living Standards Survey,2013,40.8,,,,Repository: ILO-STATISTICS - Micro data processing
Ghana,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Living Standards Survey,2017,33.7,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ghana,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2000,27.8,,,,Repository: ILO-STATISTICS - Micro data processing
Ghana,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2010,50.4,,,,Repository: ILO-STATISTICS - Micro data processing
Guinea,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Enquête Nationale sur l'Emploi et le Secteur Informel,2019,23.4,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Gambia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2012,33.8,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Gambia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2018,19.6,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Greece,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2000,25.1,,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2001,24.6,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2002,24.9,,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2003,26.1,,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2004,26,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2005,26.6,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2006,26.8,,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2007,28.1,,,,Repository: Eurostat special tabulation
Greece,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2008,28.5,,,,Repository: Eurostat special tabulation
